anime_id,name,genre,type,episodes,rating,members
7468,Manderlay (2005),"Comedy, Ecchi, Harem, School",Special,6,6.27,7132
11547,Revolver (2005),"Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo",TV,26,6.27,3473
10525,Jarhead (2005),"Comedy, Kids",TV,24,6.27,314
32309,Chicken Little (2005),Drama,TV,4,6.27,5430
686,Dead Man's Shoes (2004),"Comedy, Martial Arts, Parody, Samurai, Sci-Fi, Super Power",Special,7,6.27,2198
9794,Joyeux Noël (Merry Christmas) (2005),"Comedy, Historical, Parody, Samurai, Seinen",OVA,1,6.27,462
648,Night of the Lepus (1972),"Comedy, Drama, Harem, Romance, Sci-Fi",TV,13,6.27,5200
4484,"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)","Drama, Horror, Romance",OVA,3,6.27,483
20053,Sword of the Beast (Kedamono no ken) (1965),Magic,TV,12,6.27,38188
5133,Just Friends (2005),Sci-Fi,Special,1,6.26,429
6074,Syriana (2005),"Comedy, Sci-Fi, Space",Movie,1,6.26,260
2689,One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002),"Adventure, Sci-Fi, Shounen",Special,1,6.26,533
21523,Derailed (2005),"Action, Game, Shounen",TV,39,6.26,690
2823,Creep (2004),"Comedy, Fantasy",TV,45,6.26,1385
5289,Pride & Prejudice (2005),"Action, Adventure, Sci-Fi",Movie,1,6.26,685
12877,Babylon 5,"Drama, Mecha, Psychological, Sci-Fi",Special,1,6.26,1737
2830,Wolf Creek (2005),"Adventure, Drama, Slice of Life",Movie,1,6.26,351
1283,"Descent, The (2005)","Adventure, Comedy, Fantasy, Shoujo",OVA,2,6.26,2601
7290,Harry Potter and the Goblet of Fire (2005),"Action, Adventure, Sci-Fi",Movie,1,6.26,806
2287,Walk the Line (2005),"Adventure, Comedy, Fantasy, Game, Shounen",TV,26,6.26,2580
1056,Rent (2005),"Comedy, Drama, Romance, School, Shoujo",OVA,1,6.26,3970
10477,Zathura (2005),"Comedy, Sci-Fi",Special,1,6.26,8434
4713,C.R.A.Z.Y. (2005),"Fantasy, Harem, Romance, Shoujo",Movie,1,6.26,20532
3406,Sarah Silverman: Jesus Is Magic (2005),"Comedy, Mecha, Sci-Fi",Special,9,6.26,2377
5876,Breakfast on Pluto (2005),"Adventure, Fantasy, Historical",OVA,2,6.26,276
9951,"Ice Harvest, The (2005)",Supernatural,Movie,1,6.26,775
2092,"Yours, Mine and Ours (2005)","Comedy, Romance, Shoujo",OVA,1,6.26,356
1909,"Libertine, The (2004)","Comedy, Romance, Shounen Ai",OVA,2,6.26,2649
13789,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)",Adventure,Special,1,6.26,407
8792,Match Point (2005),Comedy,OVA,1,6.26,6996
32927,Paradise Now (2005),"Action, Mecha",Special,1,6.25,383
5584,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)","Ecchi, Magic",OVA,1,6.26,502
7876,King Kong (2005),Fantasy,Movie,1,6.26,357
20555,Memoirs of a Geisha (2005),"Music, Slice of Life",TV,12,6.26,45748
854,"Family Stone, The (2005)","Action, Adventure, Comedy, Military, Romance, Sci-Fi, Space",TV,12,6.26,14641
33902,Havoc (2005),"Drama, School",Special,3,6.26,3700
2388,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),Comedy,Movie,1,6.26,445
31221,"Room for Romeo Brass, A (1999)","Mystery, School",TV,16,6.26,9410
5462,"Matador, The (2005)","Comedy, Sci-Fi",Special,6,6.26,5479
28251,Wal-Mart: The High Cost of Low Price (2005),"Comedy, Kids, Magic, Romance",Movie,1,6.22,283
31551,Mozart and the Whale (2005),"Comedy, Seinen, Slice of Life",OVA,1,6.26,280
14949,Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),"Comedy, Seinen, Slice of Life",OVA,1,6.26,1095
7739,"Three Burials of Melquiades Estrada, The (2006)","Comedy, Ecchi, Super Power, Supernatural",Special,1,6.25,28144
8216,Munich (2005),"Martial Arts, Seinen, Sports",TV,23,6.25,640
1224,"Producers, The (2005)","Action, Adventure, Fantasy, Music, Romance, Sci-Fi, Shounen, Super Power, Supernatural",TV,13,6.25,9268
5421,Transamerica (2005),"Action, Fantasy, Mecha, Military, Sci-Fi, Supernatural",Movie,1,6.25,721
2414,Rumor Has It... (2005),"Comedy, Police, Sci-Fi",OVA,2,6.25,1566
22547,Cheaper by the Dozen 2 (2005),"Action, Adventure, Fantasy, Martial Arts",TV,13,6.25,72692
7597,Fun with Dick and Jane (2005),"Comedy, Seinen, Slice of Life",OVA,1,6.25,3294
11705,"Ringer, The (2005)","Action, Fantasy",Movie,1,6.25,6341
5689,Casanova (2005),"Adventure, Drama, Fantasy",OVA,6,6.25,301
426,Mrs. Henderson Presents (2005),"Action, Adventure, Comedy, Fantasy",OVA,4,6.25,10325
7867,"Ear, The (Ucho) (1970)","Action, Adventure, Kids",TV,50,6.25,917
24127,Luxo Jr. (1986),"Historical, Horror, Supernatural",ONA,1,6.25,792
2545,"Dentist, The (1996)","Adventure, Drama, Historical",TV,26,6.25,748
32548,"New World, The (2005)",Action,ONA,1,6.25,824
5287,Voices of a Distant Star (Hoshi no koe) (2003),"Action, Adventure, Comedy, Kids, Sports",TV,53,6.25,310
6875,7 Faces of Dr. Lao (1964),"Action, Drama, Mecha",TV,12,6.25,17403
3889,Samurai Assassin (Samurai) (1965),"Comedy, Ecchi, Romance",OVA,1,6.25,3156
6932,"Boys of Baraka, The (2005)",Comedy,OVA,1,6.25,1175
4461,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),Drama,Movie,1,6.25,1441
8919,Grand Theft Parsons (2003),Adventure,OVA,1,6.25,289
8431,District 13 (Banlieue 13) (2004),"Comedy, Shoujo, Slice of Life",OVA,1,6.25,368
4187,Hostel (2005),Historical,ONA,1,6.25,1105
24835,Grandma's Boy (2006),"Comedy, Mecha, Parody",TV,13,6.25,3598
571,Tristan & Isolde (2006),"Action, Comedy, Magic, Mecha, Romance, Sci-Fi",OVA,6,6.25,1584
2567,Glory Road (2006),"Adventure, Kids",TV,52,6.25,852
30686,Last Holiday (2006),"Comedy, Fantasy, Kids",Special,6,6.25,1544
6385,Hoodwinked! (2005),"Fantasy, Kids",Special,1,6.25,6090
13855,Underworld: Evolution (2006),Ecchi,Special,6,6.25,4989
5080,Looking for Comedy in the Muslim World (2005),"Comedy, Fantasy, Magic, School",OVA,1,6.25,7367
3509,Casper Meets Wendy (1998),"Action, Martial Arts, Seinen, Super Power",OVA,1,6.25,1319
10301,Revolution (1985),"Comedy, Ecchi, Game",Special,1,6.25,3037
17165,Project A ('A' gai waak) (1983),"Adventure, Mecha, Sci-Fi, Shounen",Movie,1,6.25,207
9768,"Bird People in China, The (Chûgoku no chôjin) (1998)","Adventure, Comedy, Fantasy, Kids, Magic",TV,726,6.25,237
7510,Water (2005),"Drama, Supernatural",Movie,1,6.25,722
8964,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),"Adventure, Comedy, Kids",TV,29,6.25,751
11099,"World's Fastest Indian, The (2005)","Action, Comedy, Super Power",Special,1,6.25,5936
13495,Bandidas (2006),Slice of Life,Special,1,6.25,727
12121,Tristram Shandy: A Cock and Bull Story (2005),Music,Music,1,6.25,1692
2690,Helter Skelter (2004),"Action, Mystery, Seinen",OVA,1,6.25,656
6616,Annapolis (2006),"Action, Romance, Samurai, Sci-Fi",Special,1,6.25,1335
2015,Big Momma's House 2 (2006),"Comedy, School",OVA,1,6.25,1557
1026,Nanny McPhee (2005),"Adventure, Historical, Horror, Shoujo, Supernatural",OVA,2,6.25,2427
31994,"Tuskegee Airmen, The (1995)","Dementia, Horror, Supernatural",TV,13,6.25,10557
1484,Final Destination 3 (2006),"Action, Demons, Fantasy, Horror, Supernatural",OVA,2,6.25,4244
204,Something New (2006),"Action, Comedy, Ecchi, Harem, Super Power",TV,12,6.25,19138
7770,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),"Comedy, Slice of Life",ONA,25,6.25,3516
4444,Imagine Me & You (2005),"Adventure, Comedy, Game, Sports",TV,12,6.25,1217
12589,"Pink Panther, The (2006)","Adventure, Kids",Movie,1,6.24,282
9846,Curious George (2006),Mystery,ONA,1,6.24,1430
767,Firewall (2006),"Action, Comedy, Ecchi, Police, Sci-Fi",OVA,1,6.24,4184
2827,When a Stranger Calls (2006),Comedy,TV,45,6.24,2279
3506,London (2005),"Dementia, Music, Sci-Fi",Music,1,6.24,2697
3840,Freedomland (2006),"Action, Sci-Fi",TV,12,6.24,11974
11471,Winter Passing (2005),Action,Special,1,6.24,278
6680,Eight Below (2006),"Historical, Supernatural",Movie,1,6.24,736
15883,Date Movie (2006),"Fantasy, Magic, Sci-Fi",TV,12,6.24,18799
2066,Running Scared (2006),"Action, Adventure, Mecha, Military, Sci-Fi, Space",OVA,4,6.24,686
7427,Ultraviolet (2006),"Action, Comedy, Ecchi, Shounen, Super Power",Special,2,6.24,804
2473,Just My Luck (2006),"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",OVA,2,6.24,1748
31065,Pulse (2006),"Action, Sci-Fi",Special,1,6.24,1379
6965,16 Blocks (2006),"Adventure, Comedy",Movie,1,6.24,203
30922,Failure to Launch (2006),"Fantasy, Supernatural",Movie,1,6.24,1131
5783,Ultimate Avengers (2006),"Adventure, Comedy",Special,1,6.24,516
9423,Ice Age 2: The Meltdown (2006),Slice of Life,ONA,1,6.24,401
6327,Ask the Dust (2006),"Fantasy, Shoujo",Special,1,6.24,2961
32959,V for Vendetta (2006),"Comedy, Slice of Life",ONA,1,6.24,1089
10581,She's the Man (2006),"Action, Drama, Mecha, Military, Sci-Fi, Space",Special,1,6.24,3528
1093,Thank You for Smoking (2006),"Comedy, Seinen, Slice of Life",TV,136,6.24,552
8464,Find Me Guilty (2006),"Comedy, Ecchi, School",OVA,1,6.24,236
7549,Inside Man (2006),"Comedy, Fantasy, Magic, School",OVA,1,6.24,3658
756,Tsotsi (2005),"Drama, Romance, School",ONA,1,6.24,21104
31669,Aquamarine (2006),"Comedy, Shounen",Special,2,6.24,885
30916,Leprechaun 2 (1994),Action,ONA,1,6.24,312
18003,Leprechaun 3 (1995),"Comedy, Historical, Seinen",Special,1,6.24,447
2179,Leprechaun 4: In Space (1997),"Drama, Romance, School",OVA,2,6.24,1734
748,Lights in the Dusk (Laitakaupungin valot) (2006),Romance,OVA,3,6.24,3409
31736,"Hills Have Eyes, The (2006)","Action, Ecchi, Fantasy, Shoujo Ai",Special,6,6.24,5679
6918,"Shaggy Dog, The (2006)","Action, Martial Arts, Super Power",TV,12,6.24,14989
28433,Unknown White Male (2005),"Drama, Music, Sci-Fi, Slice of Life",Music,1,6.23,651
30100,"Lives of Others, The (Das leben der Anderen) (2006)",Fantasy,Special,1,6.23,6806
3135,Youth of the Beast (Yaju no seishun) (1963),"Action, Adventure, Fantasy, Mecha, Sci-Fi",OVA,1,6.23,1924
25567,Take the Lead (2006),"Drama, Psychological, Sci-Fi, Shounen Ai",Special,1,6.23,12469
9282,"Devil and Daniel Johnston, The (2005)","Game, Shounen",Movie,1,6.23,436
22055,Mouchette (1967),"Horror, Mystery, Supernatural",Special,2,6.23,547
1200,Lucky Number Slevin (2006),"Adventure, Fantasy, Samurai",TV,26,6.23,3955
28791,Volver (2006),"Action, Sci-Fi",TV,12,6.23,47587
32083,Akeelah and the Bee (2006),"Action, Fantasy",TV,12,6.23,48314
3845,Brainstorm (2001),"Adventure, Kids, Magic",TV,39,6.23,240
9043,Stay Alive (2006),"Action, Fantasy",OVA,3,6.23,320
1885,Basic Instinct 2 (2006),"Comedy, Fantasy, Game",TV,12,6.23,1139
2226,Brick (2005),"Fantasy, Kids",TV,23,6.23,278
8842,"Dead Hate the Living!, The (2000)","Comedy, Seinen, Slice of Life",Movie,1,6.23,199
31676,Evil Aliens (2005),"Action, Demons, Fantasy, Supernatural",Special,1,6.23,1178
14663,This Film Is Not Yet Rated (2006),"Action, Ecchi, Fantasy",Special,1,6.23,8780
3642,Slither (2006),"Ecchi, Fantasy, Harem, Music",Music,4,6.23,3730
31133,"Benchwarmers, The (2006)","Action, Demons, Fantasy",Special,2,6.23,1218
17379,Renaissance (2006),"Action, Historical, Martial Arts, Shounen",OVA,1,6.23,776
10199,Go for Zucker! (Alles auf Zucker!) (2004),"Action, Adventure, Fantasy, Kids, Magic, Shoujo, Super Power",Movie,1,6.23,295
13965,Friends with Money (2006),"Comedy, Historical, Seinen",Special,1,6.23,467
4616,Reefer Madness: The Movie Musical (2005),"Adventure, Comedy, Kids",TV,13,6.23,429
1228,Candy (2006),"Action, Comedy, Ecchi, Fantasy, Supernatural",OVA,2,6.22,2011
21999,Secrets of a Soul (Geheimnisse einer Seele) (1926),"Action, Adventure, Comedy, Shounen",TV,51,6.22,364
17727,"Child, The (L'enfant) (2005)","Comedy, Supernatural",TV,13,6.22,1915
1156,9/11 (2002),"Action, Drama, Mystery, Sci-Fi",TV,4,6.22,6017
10354,Scary Movie 4 (2006),Drama,ONA,1,6.22,786
23735,Hard Candy (2005),"Comedy, Ecchi, Mecha, Seinen",Special,6,6.22,3816
1955,"Prairie Home Companion, A (2006)","Comedy, Fantasy, Sci-Fi",TV,10,6.22,1521
3595,"Sentinel, The (2006)","Action, Demons, Horror",OVA,3,6.22,949
2461,"Wild, The (2006)","Action, Mecha, Sci-Fi",OVA,1,6.22,2030
30168,Silent Hill (2006),Music,Music,1,6.22,1634
2851,American Dreamz (2006),"Action, Adventure, Comedy, Historical, Martial Arts, Shounen",Movie,1,6.22,887
8312,Kinky Boots (2005),Music,Music,1,6.22,1143
13927,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)","Action, Comedy, School, Sci-Fi, Super Power",Special,2,6.22,1589
6889,Mission: Impossible III (2006),"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",TV,52,6.22,298
8928,RV (2006),Dementia,Movie,9,6.22,267
25967,United 93 (2006),"Comedy, Kids, Sports",TV,52,6.21,131
5469,Stick It (2006),"Action, Drama, Historical, Military",Movie,1,6.21,1196
6484,"American Haunting, An (2005)","Action, Comedy",OVA,1,6.21,366
2693,Down in the Valley (2005),"Comedy, Fantasy",OVA,3,6.21,1220
3813,Over the Hedge (2006),"Fantasy, Mystery, Romance, Shoujo",OVA,1,6.21,348
2322,Art School Confidential (2006),"Comedy, Ecchi, Mecha, Parody, Sci-Fi, Shounen, Super Power",OVA,3,6.21,2223
1234,Poseidon (2006),"Comedy, Ecchi, Romance, Sci-Fi",OVA,1,6.21,2621
9944,"Da Vinci Code, The (2006)",Shoujo,OVA,9,6.21,563
6071,X-Men: The Last Stand (2006),Fantasy,Movie,1,6.21,400
766,"Break-Up, The (2006)","Comedy, Drama, Mecha, Sci-Fi",OVA,1,6.21,7024
556,Peaceful Warrior (2006),"Drama, Romance, Sci-Fi",OVA,3,6.21,3896
669,Cars (2006),"Comedy, Romance, School",OVA,3,6.21,8291
2791,"Notorious Bettie Page, The (2005)","Action, Comedy, School",OVA,1,6.21,893
14049,Game 6 (2005),"Harem, Romance",Special,1,6.21,6004
11693,On a Clear Day (2005),"Drama, Kids",Movie,1,6.21,158
3336,"Omen, The (2006)",Fantasy,OVA,1,6.21,1867
2304,Nacho Libre (2006),"Mecha, Parody, Sci-Fi",OVA,2,6.21,1756
1975,"Lake House, The (2006)","Mecha, Sci-Fi",TV,22,6.21,483
17237,Click (2006),"Comedy, Historical, Slice of Life",ONA,40,6.21,361
12065,"Devil Wears Prada, The (2006)","Action, Adventure, Ecchi, Fantasy",Special,2,6.21,5535
28447,Pirates of the Caribbean: Dead Man's Chest (2006),"Action, Adventure, Demons, Fantasy, Magic, Supernatural",Special,1,6.21,6785
12367,"You, Me and Dupree (2006)","Action, Fantasy",TV,12,6.21,27273
7416,Clerks II (2006),Kids,OVA,1,6.21,157
2314,Lady in the Water (2006),"Adventure, Drama",Movie,1,6.21,286
16363,My Super Ex-Girlfriend (2006),"Action, Adventure, Ecchi, Fantasy",OVA,4,6.21,5462
22831,Marie Antoinette (2006),"Seinen, Sports",TV,23,6.2,5568
16211,Who Killed the Electric Car? (2006),"Fantasy, Historical",TV,12,6.2,7816
23037,"Inconvenient Truth, An (2006)","Action, Comedy, Historical, Music, Shoujo",TV,12,6.2,18680
1468,Career Opportunities (1991),"Action, Martial Arts, Sci-Fi, Shounen, Space, Super Power",OVA,1,6.2,5520
1055,High School Musical (2006),"Mecha, Sci-Fi",ONA,6,6.2,13802
2723,I Am a Sex Addict (2005),"Action, Comedy, Magic, Mecha, Sci-Fi",TV,24,6.2,1514
19235,Stoned (2005),"Fantasy, Music",Music,1,6.2,376
19165,Jet Li's Fearless (Huo Yuan Jia) (2006),"Comedy, Parody",Movie,1,6.2,8130
2833,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)","Adventure, Sci-Fi",Movie,1,6.2,527
3434,Garfield: A Tail of Two Kitties (2006),"Adventure, Cars, Kids",TV,130,6.2,677
9911,Metal: A Headbanger's Journey (2005),Magic,ONA,4,6.2,13618
932,"Public Eye, The (1992)","Comedy, Sci-Fi, Slice of Life",OVA,1,6.2,5404
588,Superman Returns (2006),"Comedy, Ecchi, Fantasy, Romance, Shounen",OVA,2,6.2,8206
12965,"Road to Guantanamo, The (2006)","Fantasy, Magic, Shoujo",Movie,1,6.2,581
1926,Edmond (2005),"Music, Slice of Life",Music,1,6.2,1781
23753,"OH in Ohio, The (2006)","Magic, Mecha, Sci-Fi, Supernatural",Special,2,6.2,571
8180,Little Miss Sunshine (2006),"Adventure, Comedy",Special,1,6.2,416
7532,"Fallen Idol, The (1948)",Fantasy,Movie,1,6.2,179
7294,Babel (2006),"Adventure, Fantasy",OVA,2,6.2,295
1874,Strangers with Candy (2005),"Comedy, Ecchi, Harem, Romance",Special,4,6.2,3935
25543,Wordplay (2006),"Action, Mecha",Special,1,6.19,1022
3183,Army of Shadows (L'armée des ombres) (1969),"Action, Adventure, Drama, Sci-Fi, Shounen, Space",OVA,1,6.2,402
1175,Orchestra Rehearsal (Prova d'orchestra) (1978),"Comedy, Sci-Fi, Shounen, Sports",TV,13,6.2,1377
1940,Little Man (2006),"Adventure, Comedy, Ecchi, Sci-Fi, Shounen",OVA,1,6.2,2655
3600,Monster House (2006),"Action, Demons, Martial Arts",OVA,3,6.2,982
1099,Snakes on a Plane (2006),"Adventure, Drama, Fantasy, Shounen",OVA,1,6.2,1449
31402,Scoop (2006),"Action, Fantasy, Sci-Fi",ONA,5,6.2,430
2421,Talladega Nights: The Ballad of Ricky Bobby (2006),"Comedy, Fantasy",Special,1,6.2,534
32816,Night at the Museum (2006),"Comedy, Shounen, Sports",Special,2,6.2,677
13983,World Trade Center (2006),"Comedy, Seinen, Space",Special,1,6.2,749
11919,Stranger than Fiction (2006),"Romance, Sports",TV,52,6.2,340
5628,Miami Vice (2006),"Comedy, Sci-Fi, Space",TV,39,6.19,314
2051,"Pursuit of Happyness, The (2006)","Action, Drama, Sci-Fi, Shoujo, Super Power",OVA,5,6.19,1024
3675,John Tucker Must Die (2006),"Action, Drama, Fantasy, Sci-Fi, Space",Special,1,6.19,737
5673,"Ant Bully, The (2006)","Adventure, Drama, Historical",Movie,1,6.19,818
19959,Crank (2006),"Comedy, Fantasy, Kids",TV,48,6.19,236
2824,"Secret Life of Words, The (2005)","Adventure, Comedy",TV,50,6.19,528
12447,Chaos (2005),Comedy,Special,6,6.19,6718
33522,"Night Listener, The (2006)","Shounen, Sports",ONA,6,6.2,1867
16508,Step Up (2006),"Comedy, Ecchi, Parody, School, Shounen",Special,5,6.19,2744
15993,Zoom (2006),Sports,Special,1,6.19,762
31454,Mind Game (2004),"Action, Mecha, Sci-Fi, Space",Special,1,6.2,736
29975,Half Nelson (2006),"Action, Sci-Fi",ONA,1,6.19,2666
3178,"Moustache, La (2005)","Action, Adventure, Demons, Fantasy, Horror, Shoujo, Supernatural",Movie,1,6.19,506
17887,Tideland (2005),"Action, Mecha, Sci-Fi, Seinen",ONA,1,6.19,804
10751,Adam's Apples (Adams æbler) (2005),"Action, Fantasy, Mecha, Sci-Fi",OVA,3,6.19,328
1990,Material Girls (2006),"Comedy, Fantasy, Magic",Movie,1,6.19,833
9098,Accepted (2006),"Action, Comedy, Fantasy, Mecha, Parody",Movie,1,6.19,913
21587,Crime Busters (1977),Sci-Fi,ONA,3,6.19,6580
10688,Born to Kill (1947),Drama,Movie,1,6.19,797
22031,"Illusionist, The (2006)","Action, Historical, Seinen",Special,1,6.19,370
10869,The Queen (2006),"Cars, Kids, Shounen, Space, Sports",TV,52,6.19,642
21441,Beerfest (2006),Drama,Special,1,6.19,1906
1452,Invincible (2006),"Comedy, Romance, School, Shounen",OVA,1,6.19,839
1979,Idlewild (2006),"Dementia, Fantasy",OVA,1,6.19,2351
31581,"Red Balloon, The (Ballon rouge, Le) (1956)","Comedy, Sci-Fi, Slice of Life, Sports",Special,1,6.19,913
14359,Angel-A (2005),"Fantasy, Music",Music,5,6.19,1582
16738,"Chump at Oxford, A (1940)","Comedy, Fantasy, Slice of Life",Special,1,6.19,2209
20355,"Icicle Thief, The (Ladri di saponette) (1989)",Cars,ONA,2,6.19,1251
30137,"Puffy Chair, The (2006)","Action, Shounen, Super Power",OVA,1,6.18,17237
7621,"Wicker Man, The (2006)","Fantasy, Horror, Supernatural",Movie,1,6.18,374
15043,"Wind That Shakes the Barley, The (2006)","Comedy, Supernatural",TV,13,6.18,5907
2892,Severance (2006),"Comedy, Fantasy",TV,52,6.18,692
28093,Hollywoodland (2006),"Fantasy, Kids",Special,1,6.18,557
7363,"Covenant, The (2006)","Action, Martial Arts",Special,1,6.18,1906
3259,"Last Kiss, The (2006)",Ecchi,TV,9,6.18,567
19769,SherryBaby (2006),"Action, Fantasy, Magic",TV,12,6.18,104192
21013,Idiocracy (2006),"Action, Kids, Super Power",TV,51,6.18,3953
545,Jesus Camp (2006),"Comedy, Sci-Fi",TV,12,6.18,2077
31111,"Bow, The (Hwal) (2005)","Kids, Slice of Life",Special,3,6.18,380
12393,"Tiger and the Snow, The (La tigre e la neve) (2005)","Comedy, Slice of Life",TV,1818,6.18,160
8446,"Fountain, The (2006)","Fantasy, Music",Music,1,6.18,306
34048,Fear City: A Family-Style Comedy (La cité de la peur) (1994),"Horror, Thriller",Movie,1,6.18,405
7004,"Science of Sleep, The (La science des rêves) (2006)",Comedy,TV,52,6.18,1016
989,"Black Dahlia, The (2006)","Historical, Military",Special,1,6.18,560
3818,"Woods, The (2006)","Music, Sci-Fi",Music,1,6.18,1163
27677,Gridiron Gang (2006),"Action, Military, Parody, Sci-Fi",Special,1,6.18,239
3762,Land of Plenty (Angst and Alienation in America) (2004),"Action, Demons, Sci-Fi, Shounen",OVA,1,6.18,386
5923,"Bridge, The (2006)","Adventure, Demons, Fantasy",OVA,13,6.18,333
20587,Apocalypto (2006),"Comedy, Drama, Shoujo",Special,1,6.17,232
25431,Flyboys (2006),"Action, Adventure, Fantasy, Magic, Shounen",OVA,8,6.17,2814
310,Jackass Number Two (2006),"Comedy, Supernatural",TV,50,6.17,1226
29876,All the King's Men (2006),"Action, Comedy, Fantasy, Mecha, Romance, School, Sci-Fi",ONA,6,6.17,11481
5052,Conversations with Other Women (2005),"Action, Drama, Mecha, Sci-Fi",TV,56,6.17,629
19431,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),"Comedy, Ecchi, Shoujo Ai",Special,1,6.17,2288
18953,"Pan's Labyrinth (Laberinto del fauno, El) (2006)","Magic, Slice of Life",ONA,1,6.17,1287
25429,"Guardian, The (2006)","Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural",TV,10,6.17,63638
10908,Open Season (2006),Comedy,TV,10,6.17,324
31044,School for Scoundrels (2006),"Fantasy, Kids, Magic",TV,Unknown,6.17,1413
22847,"Departed, The (2006)",Drama,Movie,1,6.17,4260
8316,"Texas Chainsaw Massacre: The Beginning, The (2006)","Comedy, Parody, Seinen, Sports, Super Power",Special,4,6.17,363
12141,Employee of the Month (2006),"Fantasy, Kids, Slice of Life",OVA,1,6.17,371
4689,Running With Scissors (2006),Music,Music,1,6.17,1902
28811,Man of the Year (2006),"Comedy, Parody, Sci-Fi",Special,3,6.17,626
624,"Marine, The (2006)","Action, Comedy, Ecchi, Harem, Shounen",TV,12,6.17,10979
5085,Infamous (2006),"Romance, Shounen Ai, Slice of Life, Sports",ONA,1,6.17,4125
12677,Fellini's Casanova (Il Casanova di Federico Fellini) (1976),"Action, Sci-Fi",TV,6,6.17,11556
2781,Chapayev (1934),"Mystery, Psychological, Supernatural",TV,13,6.17,1701
2476,Feast (2005),"Drama, Harem, Romance, School",TV,12,6.17,279183
6268,Little Children (2006),Romance,OVA,1,6.17,397
10718,Deliver Us from Evil (2006),"Drama, Military, Sci-Fi",Movie,1,6.17,412
25635,"Last King of Scotland, The (2006)","Comedy, Sci-Fi, Space",Special,2,6.17,2399
30648,"U.S. vs. John Lennon, The (2006)","Adventure, Comedy, Kids",Special,1,6.17,189
17209,Shortbus (2006),Kids,Special,1,6.17,158
14367,Children of Men (2006),Shounen,Special,13,6.18,504
3787,"Prestige, The (2006)","Comedy, Sci-Fi, Super Power",OVA,1,6.17,1525
5515,Flags of Our Fathers (2006),"Mecha, Sci-Fi",Movie,1,6.17,220
1349,13 Tzameti (2005),"Action, Mecha, Sci-Fi, Shounen",TV,12,6.16,5547
32171,Saw III (2006),"Adventure, Fantasy, Magic, School",TV,12,6.16,21934
32353,Catch a Fire (2006),Comedy,TV,Unknown,6.16,760
7164,Death of a President (2006),"Comedy, Fantasy, Slice of Life",Special,4,6.16,346
1106,Flushed Away (2006),"Comedy, Psychological",Movie,1,6.16,5305
5178,Perfume: The Story of a Murderer (2006),"Action, Historical, Military, Super Power, Supernatural",Movie,1,6.16,25040
23179,"Santa Clause 3: The Escape Clause, The (2006)","Comedy, Supernatural",Special,1,6.16,2983
31137,Mom and Dad Save the World (1992),"Action, Magic",Special,1,6.15,1026
32248,"Good Year, A (2006)","Action, Historical, Samurai, Super Power",ONA,Unknown,6.16,846
33281,Shut Up & Sing (2006),Comedy,ONA,1,6.17,623
32805,For Your Consideration (2006),Comedy,TV,26,6.16,2886
10796,Fuck (2005),"Comedy, Ecchi, School, Sports",Special,6,6.16,2902
2291,Shooting Dogs (a.k.a. Beyond the Gates) (2005),"Action, Adventure, Ecchi, Mecha, Sci-Fi",OVA,3,6.16,3126
28925,Casino Royale (2006),"Comedy, Kids, Supernatural",Special,1,6.16,231
32826,Happy Feet (2006),Music,Music,1,6.16,549
5503,Let's Go to Prison (2006),Kids,Movie,1,6.15,483
20855,Déjà Vu (Deja Vu) (2006),"Dementia, Horror, Music",Music,1,6.15,1643
4534,Bobby (2006),"Action, Sci-Fi, Super Power",OVA,2,6.15,530
4907,10 Items or Less (2006),Sci-Fi,Movie,1,6.15,275
10766,"Holiday, The (2006)","Adventure, Comedy, Mystery, Police, Shounen",ONA,2,6.15,2587
9445,Harsh Times (2006),Mecha,OVA,3,6.15,394
515,Fast Food Nation (2006),"Action, Adventure, Fantasy, Magic, Supernatural",Movie,1,6.15,2893
4126,The Great Train Robbery (1903),Music,Music,1,6.15,385
8409,Tenacious D in The Pick of Destiny (2006),Comedy,TV,30,6.15,499
1838,"Nativity Story, The (2006)","Drama, Romance, School, Shoujo",OVA,2,6.15,16436
21649,Blood Diamond (2006),Slice of Life,OVA,1,6.15,2794
3176,Charlotte's Web (2006),"Adventure, Drama, Fantasy, Horror, Magic, Music, Sci-Fi, Supernatural",TV,26,6.15,637
9575,Eragon (2006),Fantasy,Special,1,6.15,160
